Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"handleComponent.setInputValue(usernameObject, username)",Edge Chromium 118,,,2023-10-30 17:09:40,2023-10-30 17:09:43,2.307s,PASSED
"handleComponent.setInputValue(passwordObject, password)",Edge Chromium 118,,,2023-10-30 17:09:43,2023-10-30 17:09:44,1.752s,PASSED
handleComponent.singleClickComponent(buttonLogin),Edge Chromium 118,,,2023-10-30 17:09:44,2023-10-30 17:09:45,0.945s,PASSED
"if (verifyElementPresent(loginDeniedLabel, 1, OPTIONAL))",Edge Chromium 118,,,2023-10-30 17:09:45,2023-10-30 17:09:47,1.409s,PASSED
"handleComponent.singleClickComponentByText(principalSchemaObject, principalId)",Edge Chromium 118,,,2023-10-30 17:09:47,2023-10-30 17:09:48,1.548s,PASSED
,,,,,,,
Test Cases/Setup.Setup.Reason/addReasonPositifCase,Edge Chromium 118,,,2023-10-30 17:09:48,2023-10-30 17:09:51,2.568s,PASSED
handleComponent = new component.handleComponent(),Edge Chromium 118,,,2023-10-30 17:09:49,2023-10-30 17:09:49,0.001s,PASSED
reasonCode = reasonCode,Edge Chromium 118,,,2023-10-30 17:09:49,2023-10-30 17:09:49,0.000s,PASSED
reasonName = reasonName,Edge Chromium 118,,,2023-10-30 17:09:49,2023-10-30 17:09:49,0.000s,PASSED
reasonCategory = reasonCategory,Edge Chromium 118,,,2023-10-30 17:09:49,2023-10-30 17:09:49,0.000s,PASSED
reasonRevisitBySalesco = reasonRevisitBySalesco,Edge Chromium 118,,,2023-10-30 17:09:49,2023-10-30 17:09:49,0.000s,PASSED
reasonMenu = reasonMenu,Edge Chromium 118,,,2023-10-30 17:09:49,2023-10-30 17:09:49,0.000s,PASSED
"buttonAdd = findTestObject(""Object Repository/Setup.Setup.Reason/button_add_reason"")",Edge Chromium 118,,,2023-10-30 17:09:49,2023-10-30 17:09:49,0.083s,PASSED
"inputReasonCode = findTestObject(""Object Repository/Setup.Setup.Reason/input_reason_code"")",Edge Chromium 118,,,2023-10-30 17:09:49,2023-10-30 17:09:49,0.087s,PASSED
"inputReasonName = findTestObject(""Object Repository/Setup.Setup.Reason/input_reason_name"")",Edge Chromium 118,,,2023-10-30 17:09:49,2023-10-30 17:09:49,0.118s,PASSED
"selectReasonCategory = findTestObject(""Object Repository/Setup.Setup.Reason/select_reason_category"")",Edge Chromium 118,,,2023-10-30 17:09:49,2023-10-30 17:09:49,0.074s,PASSED
"selectReasonCategoryItem = findTestObject(""Object Repository/Setup.Setup.Reason/select_reason_category_item"")",Edge Chromium 118,,,2023-10-30 17:09:49,2023-10-30 17:09:49,0.068s,PASSED
"toggleRevisitBySalesco = findTestObject(""Object Repository/Setup.Setup.Reason/toggle_revisit_by_salesco"")",Edge Chromium 118,,,2023-10-30 17:09:49,2023-10-30 17:09:50,0.105s,PASSED
"buttonCancel = findTestObject(""Object Repository/Setup.Setup.Reason/button_cancel"")",Edge Chromium 118,,,2023-10-30 17:09:50,2023-10-30 17:09:50,0.122s,PASSED
"buttonSave = findTestObject(""Object Repository/Setup.Setup.Reason/button_save"")",Edge Chromium 118,,,2023-10-30 17:09:50,2023-10-30 17:09:50,0.089s,PASSED
print(reasonMenu),Edge Chromium 118,,,2023-10-30 17:09:50,2023-10-30 17:09:50,0.000s,PASSED
handleComponent.navigateToMenuByUrl(reasonMenu),Edge Chromium 118,,,2023-10-30 17:09:50,2023-10-30 17:09:51,1.145s,PASSED
