Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"selectReasonCategoryItem = findTestObject(""Object Repository/Setup.Setup.Reason/select_reason_category_item"")",Edge Chromium 118,,,2023-10-30 17:06:19,2023-10-30 17:06:19,0.089s,PASSED
"toggleRevisitBySalesco = findTestObject(""Object Repository/Setup.Setup.Reason/toggle_revisit_by_salesco"")",Edge Chromium 118,,,2023-10-30 17:06:19,2023-10-30 17:06:19,0.121s,PASSED
"buttonCancel = findTestObject(""Object Repository/Setup.Setup.Reason/button_cancel"")",Edge Chromium 118,,,2023-10-30 17:06:19,2023-10-30 17:06:19,0.087s,PASSED
"buttonSave = findTestObject(""Object Repository/Setup.Setup.Reason/button_save"")",Edge Chromium 118,,,2023-10-30 17:06:19,2023-10-30 17:06:19,0.091s,PASSED
print(reasonMenu),Edge Chromium 118,,,2023-10-30 17:06:19,2023-10-30 17:06:19,0.000s,PASSED
,,,,,,,
Test Cases/User Session/dinamicLogoutNexchief,Edge Chromium 118,,,2023-10-30 17:06:19,2023-10-30 17:06:30,10.876s,PASSED
handleSession = new testCase.handleSession(),Edge Chromium 118,,,2023-10-30 17:06:20,2023-10-30 17:06:20,0.004s,PASSED
handleComponent = new component.handleComponent(),Edge Chromium 118,,,2023-10-30 17:06:20,2023-10-30 17:06:20,0.000s,PASSED
principalId = principalId,Edge Chromium 118,,,2023-10-30 17:06:20,2023-10-30 17:06:20,0.000s,PASSED
"buttonDoor = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/button_door_logout"")",Edge Chromium 118,,,2023-10-30 17:06:20,2023-10-30 17:06:20,0.091s,PASSED
"buttonLogout = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/button_logout_from_nexchief"")",Edge Chromium 118,,,2023-10-30 17:06:20,2023-10-30 17:06:20,0.079s,PASSED
"buttonBackToPortal = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/button_back_to_portal"")",Edge Chromium 118,,,2023-10-30 17:06:20,2023-10-30 17:06:20,0.091s,PASSED
"principalSchemaObject = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/principalId"")",Edge Chromium 118,,,2023-10-30 17:06:20,2023-10-30 17:06:20,0.134s,PASSED
handleComponent.singleClickComponent(buttonDoor),Edge Chromium 118,,,2023-10-30 17:06:20,2023-10-30 17:06:21,0.818s,PASSED
handleComponent.singleClickComponent(buttonBackToPortal),Edge Chromium 118,,,2023-10-30 17:06:21,2023-10-30 17:06:22,1.065s,PASSED
"handleComponent.singleClickComponentByText(principalSchemaObject, principalId)",Edge Chromium 118,,,2023-10-30 17:06:22,2023-10-30 17:06:23,0.953s,PASSED
handleComponent.singleClickComponent(buttonDoor),Edge Chromium 118,,,2023-10-30 17:06:23,2023-10-30 17:06:28,5.069s,PASSED
handleComponent.singleClickComponent(buttonLogout),Edge Chromium 118,,,2023-10-30 17:06:28,2023-10-30 17:06:29,1.079s,PASSED
closeBrowser(),Edge Chromium 118,,,2023-10-30 17:06:29,2023-10-30 17:06:30,0.885s,PASSED
